BaseItemTypesKey,ItemCurrentLevel,Experience
"<5066, 0>",16,13223702
"<5066, 0>",17,28307621
"<5066, 0>",18,56100356
"<5066, 0>",19,99970095
"<5066, 0>",20,342051651
"<5067, 0>",1,0
"<5067, 0>",2,3231
"<5067, 0>",3,12800
"<5067, 0>",4,40989
"<5067, 0>",5,100135
"<5067, 0>",6,211327
"<5067, 0>",7,405127
"<5067, 0>",8,725407
"<5067, 0>",9,1233246
"<5067, 0>",10,1787625
"<5067, 0>",11,2542674
"<5067, 0>",12,3559207
"<5067, 0>",13,5457809
"<5067, 0>",14,7421828
"<5067, 0>",15,9995559
"<5067, 0>",16,17606398
"<5067, 0>",17,31043282
"<5067, 0>",18,56093893
"<5067, 0>",19,99961281
"<5067, 0>",20,342039899
"<5068, 0>",1,0
"<5068, 0>",2,199345
"<5068, 0>",3,485160
"<5068, 0>",4,886504
"<5068, 0>",5,1440883
"<5068, 0>",6,1918320
"<5068, 0>",7,2502106
"<5068, 0>",8,3212465
"<5068, 0>",9,4567976
"<5068, 0>",10,5706853
"<5068, 0>",11,7075086
"<5068, 0>",12,8713424
"<5068, 0>",13,10670072
"<5068, 0>",14,14325256
"<5068, 0>",15,17342583
"<5068, 0>",16,25102578
"<5068, 0>",17,40240771
"<5068, 0>",18,66324596
"<5068, 0>",19,128944843
"<5068, 0>",20,340652931
"<5069, 0>",1,0
"<5069, 0>",2,15249
"<5069, 0>",3,56766
"<5069, 0>",4,138749
"<5069, 0>",5,286717
"<5069, 0>",6,537274
"<5069, 0>",7,942360
"<5069, 0>",8,1390078
"<5069, 0>",9,2005396
"<5069, 0>",10,2840035
"<5069, 0>",11,4410795
"<5069, 0>",12,6044782
"<5069, 0>",13,8195812
"<5069, 0>",14,11008001
"<5069, 0>",15,16107361
"<5069, 0>",16,25508092
"<5069, 0>",17,40781458
"<5069, 0>",18,67068040
"<5069, 0>",19,129958630
"<5069, 0>",20,342004647
"<5070, 0>",1,0
"<5070, 0>",2,70
"<5070, 0>",3,378
"<5070, 0>",4,1932
"<5070, 0>",5,8599
"<5070, 0>",6,34646
"<5070, 0>",7,84371
"<5070, 0>",8,180085
"<5070, 0>",9,349680
"<5070, 0>",10,633439
"<5070, 0>",11,1087435
"<5070, 0>",12,1790563
"<5070, 0>",13,2851786
"<5070, 0>",14,4917656
"<5070, 0>",15,7424766
"<5070, 0>",16,13223702
"<5070, 0>",17,28307621
"<5070, 0>",18,56100356
"<5070, 0>",19,99970095
"<5070, 0>",20,342051651
"<5071, 0>",1,0
"<5071, 0>",2,841
"<5071, 0>",3,3940
"<5071, 0>",4,11373
"<5071, 0>",5,34268
"<5071, 0>",6,83993
"<5071, 0>",7,179707
"<5071, 0>",8,349302
"<5071, 0>",9,633061
"<5071, 0>",10,1087057
"<5071, 0>",11,1790185
"<5071, 0>",12,2851408
"<5071, 0>",13,4917278
"<5071, 0>",14,7424388
"<5071, 0>",15,9998119
"<5071, 0>",16,17609470
"<5071, 0>",17,31047378
"<5071, 0>",18,56099525
"<5071, 0>",19,99968961
"<5071, 0>",20,342050139
"<5072, 0>",1,0
"<5072, 0>",2,70
"<5072, 0>",3,378
"<5072, 0>",4,1932
"<5072, 0>",5,8599
"<5072, 0>",6,34646
"<5072, 0>",7,84371
"<5072, 0>",8,180085
"<5072, 0>",9,349680
"<5072, 0>",10,633439
"<5072, 0>",11,1087435
"<5072, 0>",12,1790563
"<5072, 0>",13,2851786
"<5072, 0>",14,4917656
"<5072, 0>",15,7424766
"<5072, 0>",16,13223702
"<5072, 0>",17,28307621
"<5072, 0>",18,56100356
"<5072, 0>",19,99970095
"<5072, 0>",20,342051651
"<5073, 0>",1,0
"<5073, 0>",2,199345
"<5073, 0>",3,485160
"<5073, 0>",4,886504
"<5073, 0>",5,1440883
"<5073, 0>",6,1918320
"<5073, 0>",7,2502106
"<5073, 0>",8,3212465
"<5073, 0>",9,4567976
"<5073, 0>",10,5706853
"<5073, 0>",11,7075086
"<5073, 0>",12,8713424
"<5073, 0>",13,10670072
"<5073, 0>",14,14325256
"<5073, 0>",15,17342583
"<5073, 0>",16,25102578
"<5073, 0>",17,40240771
"<5073, 0>",18,66324596
"<5073, 0>",19,128944843
"<5073, 0>",20,340652931
"<5074, 0>",1,0
"<5074, 0>",2,199345
"<5074, 0>",3,485160
"<5074, 0>",4,886504
"<5074, 0>",5,1440883
"<5074, 0>",6,1918320
"<5074, 0>",7,2502106
"<5074, 0>",8,3212465
"<5074, 0>",9,4567976
"<5074, 0>",10,5706853
"<5074, 0>",11,7075086
"<5074, 0>",12,8713424
"<5074, 0>",13,10670072
"<5074, 0>",14,14325256
"<5074, 0>",15,17342583
"<5074, 0>",16,25102578
"<5074, 0>",17,40240771
"<5074, 0>",18,66324596
"<5074, 0>",19,128944843
"<5074, 0>",20,340652931
"<5075, 0>",1,0
"<5075, 0>",2,70
"<5075, 0>",3,378
"<5075, 0>",4,1932
"<5075, 0>",5,8599
"<5075, 0>",6,34646
"<5075, 0>",7,84371
"<5075, 0>",8,180085
"<5075, 0>",9,349680
"<5075, 0>",10,633439
"<5075, 0>",11,1087435
"<5075, 0>",12,1790563
"<5075, 0>",13,2851786
"<5075, 0>",14,4917656
"<5075, 0>",15,7424766
"<5075, 0>",16,13223702
"<5075, 0>",17,28307621
"<5075, 0>",18,56100356
"<5075, 0>",19,99970095
"<5075, 0>",20,342051651
"<5077, 0>",1,0
"<5077, 0>",2,252595
"<5077, 0>",3,566989
"<5077, 0>",4,955723
"<5077, 0>",5,1433160
"<5077, 0>",6,2016946
"<5077, 0>",7,2727305
"<5077, 0>",8,4082816
"<5077, 0>",9,5221693
"<5077, 0>",10,6589926
"<5077, 0>",11,8228264
"<5077, 0>",12,10184912
"<5077, 0>",13,13840096
"<5077, 0>",14,16857423
"<5077, 0>",15,20433655
"<5077, 0>",16,29598386
"<5077, 0>",17,47459814
"<5077, 0>",18,93492200
"<5077, 0>",19,180740239
"<5077, 0>",20,338712291
"<5078, 0>",1,0
"<5078, 0>",2,69833
"<5078, 0>",3,198382
"<5078, 0>",4,352935
"<5078, 0>",5,578309
"<5078, 0>",6,898981
"<5078, 0>",7,1346699
"<5078, 0>",8,1962017
"<5078, 0>",9,2796656
"<5078, 0>",10,4367416
"<5078, 0>",11,6001403
"<5078, 0>",12,8152433
"<5078, 0>",13,10964622
"<5078, 0>",14,14619806
"<5078, 0>",15,17637133
"<5078, 0>",16,25456038
"<5078, 0>",17,40712051
"<5078, 0>",18,66972606
"<5078, 0>",19,129828493
"<5078, 0>",20,341831131
"<5079, 0>",1,0
"<5079, 0>",2,118383
"<5079, 0>",3,294199
"<5079, 0>",4,548260
"<5079, 0>",5,907350
"<5079, 0>",6,1405858
"<5079, 0>",7,2087915
"<5079, 0>",8,3009692
"<5079, 0>",9,4737571
"<5079, 0>",10,5876448
"<5079, 0>",11,7244681
"<5079, 0>",12,8883019
"<5079, 0>",13,10839667
"<5079, 0>",14,14494851
"<5079, 0>",15,17512178
"<5079, 0>",16,25306092
"<5079, 0>",17,40512123
"<5079, 0>",18,66697705
"<5079, 0>",19,129453628
"<5079, 0>",20,341331311
"<5080, 0>",1,0
"<5080, 0>",2,285815
"<5080, 0>",3,538410
"<5080, 0>",4,852804
"<5080, 0>",5,1241538
"<5080, 0>",6,1718975
"<5080, 0>",7,2302761
"<5080, 0>",8,3013120
"<5080, 0>",9,4368631
"<5080, 0>",10,5507508
"<5080, 0>",11,6875741
"<5080, 0>",12,8514079
"<5080, 0>",13,10470727
"<5080, 0>",14,14125911
"<5080, 0>",15,17143238
"<5080, 0>",16,24863364
"<5080, 0>",17,39921819
"<5080, 0>",18,65886037
"<5080, 0>",19,128346808
"<5080, 0>",20,339855551
"<5081, 0>",1,0
"<5081, 0>",2,69833
"<5081, 0>",3,198382
"<5081, 0>",4,352935
"<5081, 0>",5,578309
"<5081, 0>",6,898981
"<5081, 0>",7,1346699
"<5081, 0>",8,1962017
"<5081, 0>",9,2796656
"<5081, 0>",10,4367416
"<5081, 0>",11,6001403
"<5081, 0>",12,8152433
"<5081, 0>",13,10964622
"<5081, 0>",14,14619806
"<5081, 0>",15,17637133
"<5081, 0>",16,25456038
"<5081, 0>",17,40712051
"<5081, 0>",18,66972606
"<5081, 0>",19,129828493
"<5081, 0>",20,341831131
"<5082, 0>",1,0
"<5082, 0>",2,199345
"<5082, 0>",3,485160
"<5082, 0>",4,886504
"<5082, 0>",5,1440883
"<5082, 0>",6,1918320
"<5082, 0>",7,2502106
"<5082, 0>",8,3212465
"<5082, 0>",9,4567976
"<5082, 0>",10,5706853
"<5082, 0>",11,7075086
"<5082, 0>",12,8713424
"<5082, 0>",13,10670072
"<5082, 0>",14,14325256
"<5082, 0>",15,17342583
"<5082, 0>",16,25102578
"<5082, 0>",17,40240771
"<5082, 0>",18,66324596
"<5082, 0>",19,128944843
"<5082, 0>",20,340652931
"<5083, 0>",1,0
"<5083, 0>",2,118383
"<5083, 0>",3,294199
"<5083, 0>",4,548260
"<5083, 0>",5,907350
"<5083, 0>",6,1405858
"<5083, 0>",7,2087915
"<5083, 0>",8,3009692
"<5083, 0>",9,4737571
"<5083, 0>",10,5876448
"<5083, 0>",11,7244681
"<5083, 0>",12,8883019
"<5083, 0>",13,10839667
"<5083, 0>",14,14494851
"<5083, 0>",15,17512178
"<5083, 0>",16,25306092
"<5083, 0>",17,40512123
"<5083, 0>",18,66697705
"<5083, 0>",19,129453628
"<5083, 0>",20,341331311
"<5084, 0>",1,0
"<5084, 0>",2,118383
"<5084, 0>",3,294199
"<5084, 0>",4,548260
"<5084, 0>",5,907350
"<5084, 0>",6,1405858
"<5084, 0>",7,2087915
"<5084, 0>",8,3009692
"<5084, 0>",9,4737571
"<5084, 0>",10,5876448
"<5084, 0>",11,7244681
"<5084, 0>",12,8883019
"<5084, 0>",13,10839667
"<5084, 0>",14,14494851
"<5084, 0>",15,17512178
"<5084, 0>",16,25306092
"<5084, 0>",17,40512123
"<5084, 0>",18,66697705
"<5084, 0>",19,129453628
"<5084, 0>",20,341331311
"<5085, 0>",1,0
"<5085, 0>",2,118383
"<5085, 0>",3,294199
"<5085, 0>",4,548260
"<5085, 0>",5,907350
"<5085, 0>",6,1405858
"<5085, 0>",7,2087915
"<5085, 0>",8,3009692
"<5085, 0>",9,4737571
"<5085, 0>",10,5876448
"<5085, 0>",11,7244681
"<5085, 0>",12,8883019
"<5085, 0>",13,10839667
"<5085, 0>",14,14494851
"<5085, 0>",15,17512178
"<5085, 0>",16,25306092
"<5085, 0>",17,40512123
"<5085, 0>",18,66697705
"<5085, 0>",19,129453628
"<5085, 0>",20,341331311
"<5086, 0>",1,0
"<5086, 0>",2,118383
"<5086, 0>",3,294199
"<5086, 0>",4,548260
"<5086, 0>",5,907350
"<5086, 0>",6,1405858
"<5086, 0>",7,2087915
"<5086, 0>",8,3009692
"<5086, 0>",9,4737571
"<5086, 0>",10,5876448
"<5086, 0>",11,7244681
"<5086, 0>",12,8883019
"<5086, 0>",13,10839667
"<5086, 0>",14,14494851
"<5086, 0>",15,17512178
"<5086, 0>",16,25306092
"<5086, 0>",17,40512123
"<5086, 0>",18,66697705
"<5086, 0>",19,129453628
"<5086, 0>",20,341331311
"<5088, 0>",1,0
"<5088, 0>",2,118383
"<5088, 0>",3,294199
"<5088, 0>",4,548260
"<5088, 0>",5,907350
"<5088, 0>",6,1405858
"<5088, 0>",7,2087915
"<5088, 0>",8,3009692
"<5088, 0>",9,4737571
"<5088, 0>",10,5876448
"<5088, 0>",11,7244681
"<5088, 0>",12,8883019
"<5088, 0>",13,10839667
"<5088, 0>",14,14494851
"<5088, 0>",15,17512178
"<5088, 0>",16,25306092
"<5088, 0>",17,40512123
"<5088, 0>",18,66697705
"<5088, 0>",19,129453628
"<5088, 0>",20,341331311
"<5089, 0>",1,0
"<5089, 0>",2,118383
"<5089, 0>",3,294199
"<5089, 0>",4,548260
"<5089, 0>",5,907350
"<5089, 0>",6,1405858
"<5089, 0>",7,2087915
"<5089, 0>",8,3009692
"<5089, 0>",9,4737571
"<5089, 0>",10,5876448
"<5089, 0>",11,7244681
"<5089, 0>",12,8883019
"<5089, 0>",13,10839667
"<5089, 0>",14,14494851
"<5089, 0>",15,17512178
"<5089, 0>",16,25306092
"<5089, 0>",17,40512123
"<5089, 0>",18,66697705
"<5089, 0>",19,129453628
"<5089, 0>",20,341331311
"<5090, 0>",1,0
"<5090, 0>",2,118383
"<5090, 0>",3,294199
"<5090, 0>",4,548260
"<5090, 0>",5,907350
"<5090, 0>",6,1405858
"<5090, 0>",7,2087915
"<5090, 0>",8,3009692
"<5090, 0>",9,4737571
"<5090, 0>",10,5876448
"<5090, 0>",11,7244681
"<5090, 0>",12,8883019
"<5090, 0>",13,10839667
"<5090, 0>",14,14494851
"<5090, 0>",15,17512178
"<5090, 0>",16,25306092
"<5090, 0>",17,40512123
"<5090, 0>",18,66697705
"<5090, 0>",19,129453628
"<5090, 0>",20,341331311
"<5091, 0>",1,0
"<5091, 0>",2,118383
"<5091, 0>",3,294199
"<5091, 0>",4,548260
"<5091, 0>",5,907350
"<5091, 0>",6,1405858
"<5091, 0>",7,2087915
"<5091, 0>",8,3009692
"<5091, 0>",9,4737571
"<5091, 0>",10,5876448
"<5091, 0>",11,7244681
"<5091, 0>",12,8883019
"<5091, 0>",13,10839667
"<5091, 0>",14,14494851
"<5091, 0>",15,17512178
"<5091, 0>",16,25306092
"<5091, 0>",17,40512123
"<5091, 0>",18,66697705
"<5091, 0>",19,129453628
"<5091, 0>",20,341331311
"<5092, 0>",1,0
"<5092, 0>",2,9569
"<5092, 0>",3,37758
"<5092, 0>",4,96904
"<5092, 0>",5,208096
"<5092, 0>",6,401896
"<5092, 0>",7,722176
"<5092, 0>",8,1081266
"<5092, 0>",9,1579774
"<5092, 0>",10,2261831
"<5092, 0>",11,3183608
"<5092, 0>",12,4911487
"<5092, 0>",13,6703256
"<5092, 0>",14,9056935
"<5092, 0>",15,12127847
"<5092, 0>",16,21223313
"<5092, 0>",17,37263203
"<5092, 0>",18,67080320
"<5092, 0>",19,129975376
"<5092, 0>",20,342026975
"<5093, 0>",1,0
"<5093, 0>",2,9569
"<5093, 0>",3,37758
"<5093, 0>",4,96904
"<5093, 0>",5,208096
"<5093, 0>",6,401896
"<5093, 0>",7,722176
"<5093, 0>",8,1081266
"<5093, 0>",9,1579774
"<5093, 0>",10,2261831
"<5093, 0>",11,3183608
"<5093, 0>",12,4911487
"<5093, 0>",13,6703256
"<5093, 0>",14,9056935
"<5093, 0>",15,12127847
"<5093, 0>",16,21223313
"<5093, 0>",17,37263203
"<5093, 0>",18,67080320
"<5093, 0>",19,129975376
"<5093, 0>",20,342026975
"<5098, 0>",1,0
"<5098, 0>",2,70
"<5098, 0>",3,378
"<5098, 0>",4,1932
"<5098, 0>",5,8599
"<5098, 0>",6,34646
"<5098, 0>",7,84371
"<5098, 0>",8,180085
"<5098, 0>",9,349680
"<5098, 0>",10,633439
"<5098, 0>",11,1087435
"<5098, 0>",12,1790563
"<5098, 0>",13,2851786
"<5098, 0>",14,4917656
"<5098, 0>",15,7424766
"<5098, 0>",16,13223702
"<5098, 0>",17,28307621
"<5098, 0>",18,56100356
"<5098, 0>",19,99970095
"<5098, 0>",20,342051651
"<5099, 0>",1,0
"<5099, 0>",2,199345
"<5099, 0>",3,485160
"<5099, 0>",4,886504
"<5099, 0>",5,1440883
"<5099, 0>",6,1918320
"<5099, 0>",7,2502106
"<5099, 0>",8,3212465
"<5099, 0>",9,4567976
"<5099, 0>",10,5706853
"<5099, 0>",11,7075086
"<5099, 0>",12,8713424
"<5099, 0>",13,10670072
"<5099, 0>",14,14325256
"<5099, 0>",15,17342583
"<5099, 0>",16,25102578
"<5099, 0>",17,40240771
"<5099, 0>",18,66324596
"<5099, 0>",19,128944843
"<5099, 0>",20,340652931
"<5100, 0>",1,0
"<5100, 0>",2,15249
"<5100, 0>",3,56766
"<5100, 0>",4,138749
"<5100, 0>",5,286717
"<5100, 0>",6,537274
"<5100, 0>",7,942360
"<5100, 0>",8,1390078
"<5100, 0>",9,2005396
"<5100, 0>",10,2840035
"<5100, 0>",11,4410795
"<5100, 0>",12,6044782
"<5100, 0>",13,8195812
"<5100, 0>",14,11008001
"<5100, 0>",15,16107361
"<5100, 0>",16,25508092
"<5100, 0>",17,40781458
"<5100, 0>",18,67068040
"<5100, 0>",19,129958630
"<5100, 0>",20,342004647
"<5101, 0>",1,0
"<5101, 0>",2,69833
"<5101, 0>",3,198382
"<5101, 0>",4,352935
"<5101, 0>",5,578309
"<5101, 0>",6,898981
"<5101, 0>",7,1346699
"<5101, 0>",8,1962017
"<5101, 0>",9,2796656
"<5101, 0>",10,4367416
"<5101, 0>",11,6001403
"<5101, 0>",12,8152433
"<5101, 0>",13,10964622
"<5101, 0>",14,14619806
"<5101, 0>",15,17637133
"<5101, 0>",16,25456038
"<5101, 0>",17,40712051
"<5101, 0>",18,66972606
"<5101, 0>",19,129828493
"<5101, 0>",20,341831131
"<5102, 0>",1,0
"<5102, 0>",2,3231
"<5102, 0>",3,12800
"<5102, 0>",4,40989
"<5102, 0>",5,100135
"<5102, 0>",6,211327
"<5102, 0>",7,405127
"<5102, 0>",8,725407
"<5102, 0>",9,1233246
"<5102, 0>",10,1787625
"<5102, 0>",11,2542674
"<5102, 0>",12,3559207
"<5102, 0>",13,5457809
"<5102, 0>",14,7421828
"<5102, 0>",15,9995559
"<5102, 0>",16,17606398
"<5102, 0>",17,31043282
"<5102, 0>",18,56093893
"<5102, 0>",19,99961281
"<5102, 0>",20,342039899
"<5103, 0>",1,0
"<5103, 0>",2,285815
"<5103, 0>",3,538410
"<5103, 0>",4,852804
"<5103, 0>",5,1241538
"<5103, 0>",6,1718975
"<5103, 0>",7,2302761
"<5103, 0>",8,3013120
"<5103, 0>",9,4368631
"<5103, 0>",10,5507508
"<5103, 0>",11,6875741
"<5103, 0>",12,8514079
"<5103, 0>",13,10470727
"<5103, 0>",14,14125911
"<5103, 0>",15,17143238
"<5103, 0>",16,24863364
"<5103, 0>",17,39921819
"<5103, 0>",18,65886037
"<5103, 0>",19,128346808
"<5103, 0>",20,339855551
"<5104, 0>",1,0
"<5104, 0>",2,69833
"<5104, 0>",3,198382
"<5104, 0>",4,352935
"<5104, 0>",5,578309
"<5104, 0>",6,898981
"<5104, 0>",7,1346699
"<5104, 0>",8,1962017
"<5104, 0>",9,2796656
"<5104, 0>",10,4367416
"<5104, 0>",11,6001403
"<5104, 0>",12,8152433
"<5104, 0>",13,10964622
"<5104, 0>",14,14619806
"<5104, 0>",15,17637133
"<5104, 0>",16,25456038
"<5104, 0>",17,40712051
"<5104, 0>",18,66972606
"<5104, 0>",19,129828493
"<5104, 0>",20,341831131
"<5105, 0>",1,0
"<5105, 0>",2,3231
"<5105, 0>",3,12800
"<5105, 0>",4,40989
"<5105, 0>",5,100135
"<5105, 0>",6,211327
"<5105, 0>",7,405127
"<5105, 0>",8,725407
"<5105, 0>",9,1233246
"<5105, 0>",10,1787625
"<5105, 0>",11,2542674
"<5105, 0>",12,3559207
"<5105, 0>",13,5457809
"<5105, 0>",14,7421828
"<5105, 0>",15,9995559
"<5105, 0>",16,17606398
"<5105, 0>",17,31043282
"<5105, 0>",18,56093893
"<5105, 0>",19,99961281
"<5105, 0>",20,342039899
"<5106, 0>",1,0
"<5106, 0>",2,69833
"<5106, 0>",3,198382
"<5106, 0>",4,352935
"<5106, 0>",5,578309
"<5106, 0>",6,898981
"<5106, 0>",7,1346699
"<5106, 0>",8,1962017
"<5106, 0>",9,2796656
"<5106, 0>",10,4367416
"<5106, 0>",11,6001403
"<5106, 0>",12,8152433
"<5106, 0>",13,10964622
"<5106, 0>",14,14619806
"<5106, 0>",15,17637133
"<5106, 0>",16,25456038
"<5106, 0>",17,40712051
"<5106, 0>",18,66972606
"<5106, 0>",19,129828493
"<5106, 0>",20,341831131
"<5107, 0>",1,0
"<5107, 0>",2,69833
"<5107, 0>",3,198382
"<5107, 0>",4,352935
"<5107, 0>",5,578309
"<5107, 0>",6,898981
"<5107, 0>",7,1346699
"<5107, 0>",8,1962017
"<5107, 0>",9,2796656
"<5107, 0>",10,4367416
"<5107, 0>",11,6001403
"<5107, 0>",12,8152433
"<5107, 0>",13,10964622
"<5107, 0>",14,14619806
"<5107, 0>",15,17637133
"<5107, 0>",16,25456038
"<5107, 0>",17,40712051
"<5107, 0>",18,66972606
"<5107, 0>",19,129828493
"<5107, 0>",20,341831131
"<5108, 0>",1,0
"<5108, 0>",2,69833
"<5108, 0>",3,198382
"<5108, 0>",4,352935
"<5108, 0>",5,578309
"<5108, 0>",6,898981
"<5108, 0>",7,1346699
"<5108, 0>",8,1962017
"<5108, 0>",9,2796656
"<5108, 0>",10,4367416
"<5108, 0>",11,6001403
"<5108, 0>",12,8152433
"<5108, 0>",13,10964622
"<5108, 0>",14,14619806
"<5108, 0>",15,17637133
"<5108, 0>",16,25456038
"<5108, 0>",17,40712051
"<5108, 0>",18,66972606
"<5108, 0>",19,129828493
"<5108, 0>",20,341831131
"<5110, 0>",1,0
"<5110, 0>",2,3231
"<5110, 0>",3,12800
"<5110, 0>",4,40989
"<5110, 0>",5,100135
"<5110, 0>",6,211327
"<5110, 0>",7,405127
"<5110, 0>",8,725407
"<5110, 0>",9,1233246
"<5110, 0>",10,1787625
"<5110, 0>",11,2542674
"<5110, 0>",12,3559207
"<5110, 0>",13,5457809
"<5110, 0>",14,7421828
"<5110, 0>",15,9995559
"<5110, 0>",16,17606398
"<5110, 0>",17,31043282
"<5110, 0>",18,56093893
"<5110, 0>",19,99961281
"<5110, 0>",20,342039899
"<5111, 0>",1,0
"<5111, 0>",2,199345
"<5111, 0>",3,485160
"<5111, 0>",4,886504
"<5111, 0>",5,1440883
"<5111, 0>",6,1918320
"<5111, 0>",7,2502106
"<5111, 0>",8,3212465
"<5111, 0>",9,4567976
"<5111, 0>",10,5706853
"<5111, 0>",11,7075086
"<5111, 0>",12,8713424
"<5111, 0>",13,10670072
"<5111, 0>",14,14325256
"<5111, 0>",15,17342583
"<5111, 0>",16,25102578
"<5111, 0>",17,40240771
"<5111, 0>",18,66324596
"<5111, 0>",19,128944843
"<5111, 0>",20,340652931
"<5112, 0>",1,0
"<5112, 0>",2,15249
"<5112, 0>",3,56766
"<5112, 0>",4,138749
"<5112, 0>",5,286717
"<5112, 0>",6,537274
"<5112, 0>",7,942360
"<5112, 0>",8,1390078
"<5112, 0>",9,2005396
"<5112, 0>",10,2840035
"<5112, 0>",11,4410795
"<5112, 0>",12,6044782
"<5112, 0>",13,8195812
"<5112, 0>",14,11008001
"<5112, 0>",15,16107361
"<5112, 0>",16,25508092
"<5112, 0>",17,40781458
"<5112, 0>",18,67068040
"<5112, 0>",19,129958630
"<5112, 0>",20,342004647
"<5113, 0>",1,0
"<5113, 0>",2,49725
"<5113, 0>",3,145439
"<5113, 0>",4,315034
"<5113, 0>",5,514379
"<5113, 0>",6,800194
"<5113, 0>",7,1201538
"<5113, 0>",8,1755917
"<5113, 0>",9,2510966
"<5113, 0>",10,3527499
"<5113, 0>",11,5426101
"<5113, 0>",12,7390120
"<5113, 0>",13,9963851
"<5113, 0>",14,14640290
"<5113, 0>",15,17657617
"<5113, 0>",16,25480618
"<5113, 0>",17,40744826
"<5113, 0>",18,67017671
"<5113, 0>",19,129889945
"<5113, 0>",20,341913067
"<5114, 0>",1,0
"<5114, 0>",2,841
"<5114, 0>",3,3940
"<5114, 0>",4,11373
"<5114, 0>",5,34268
"<5114, 0>",6,83993
"<5114, 0>",7,179707
"<5114, 0>",8,349302
"<5114, 0>",9,633061
"<5114, 0>",10,1087057
"<5114, 0>",11,1790185
"<5114, 0>",12,2851408
"<5114, 0>",13,4917278
"<5114, 0>",14,7424388
"<5114, 0>",15,9998119
"<5114, 0>",16,17609470
"<5114, 0>",17,31047378
"<5114, 0>",18,56099525
"<5114, 0>",19,99968961
"<5114, 0>",20,342050139
"<5115, 0>",1,0
"<5115, 0>",2,15249
"<5115, 0>",3,56766
"<5115, 0>",4,138749
"<5115, 0>",5,286717
"<5115, 0>",6,537274
"<5115, 0>",7,942360
"<5115, 0>",8,1390078
"<5115, 0>",9,2005396
"<5115, 0>",10,2840035
"<5115, 0>",11,4410795
"<5115, 0>",12,6044782
"<5115, 0>",13,8195812
"<5115, 0>",14,11008001
"<5115, 0>",15,16107361
"<5115, 0>",16,25508092
"<5115, 0>",17,40781458
"<5115, 0>",18,67068040
"<5115, 0>",19,129958630
"<5115, 0>",20,342004647
"<5116, 0>",1,0
"<5116, 0>",2,841
"<5116, 0>",3,3940
"<5116, 0>",4,11373
"<5116, 0>",5,34268
"<5116, 0>",6,83993
"<5116, 0>",7,179707
"<5116, 0>",8,349302
"<5116, 0>",9,633061
"<5116, 0>",10,1087057
"<5116, 0>",11,1790185
"<5116, 0>",12,2851408
"<5116, 0>",13,4917278
"<5116, 0>",14,7424388
"<5116, 0>",15,9998119
"<5116, 0>",16,17609470
"<5116, 0>",17,31047378
"<5116, 0>",18,56099525
"<5116, 0>",19,99968961
"<5116, 0>",20,342050139
"<5117, 0>",1,0
"<5117, 0>",2,15249
"<5117, 0>",3,56766
"<5117, 0>",4,138749
"<5117, 0>",5,286717
"<5117, 0>",6,537274
"<5117, 0>",7,942360
"<5117, 0>",8,1390078
"<5117, 0>",9,2005396
"<5117, 0>",10,2840035
"<5117, 0>",11,4410795
"<5117, 0>",12,6044782
"<5117, 0>",13,8195812
"<5117, 0>",14,11008001
"<5117, 0>",15,16107361
"<5117, 0>",16,25508092
"<5117, 0>",17,40781458
"<5117, 0>",18,67068040
"<5117, 0>",19,129958630
"<5117, 0>",20,342004647
"<5119, 0>",1,0
"<5119, 0>",2,118383
"<5119, 0>",3,294199
"<5119, 0>",4,548260
"<5119, 0>",5,907350
"<5119, 0>",6,1405858
"<5119, 0>",7,2087915
"<5119, 0>",8,3009692
"<5119, 0>",9,4737571
"<5119, 0>",10,5876448
"<5119, 0>",11,7244681
"<5119, 0>",12,8883019
"<5119, 0>",13,10839667
"<5119, 0>",14,14494851
"<5119, 0>",15,17512178
"<5119, 0>",16,25306092
"<5119, 0>",17,40512123
"<5119, 0>",18,66697705
"<5119, 0>",19,129453628
"<5119, 0>",20,341331311
"<5120, 0>",1,0
"<5120, 0>",2,118383
"<5120, 0>",3,294199
"<5120, 0>",4,548260
"<5120, 0>",5,907350
"<5120, 0>",6,1405858
"<5120, 0>",7,2087915
"<5120, 0>",8,3009692
"<5120, 0>",9,4737571
"<5120, 0>",10,5876448
"<5120, 0>",11,7244681
"<5120, 0>",12,8883019
"<5120, 0>",13,10839667
"<5120, 0>",14,14494851
"<5120, 0>",15,17512178
"<5120, 0>",16,25306092
"<5120, 0>",17,40512123
"<5120, 0>",18,66697705
"<5120, 0>",19,129453628
"<5120, 0>",20,341331311
"<5121, 0>",1,0
"<5121, 0>",2,9569
"<5121, 0>",3,37758
"<5121, 0>",4,96904
"<5121, 0>",5,208096
"<5121, 0>",6,401896
"<5121, 0>",7,722176
"<5121, 0>",8,1081266
"<5121, 0>",9,1579774
"<5121, 0>",10,2261831
"<5121, 0>",11,3183608
"<5121, 0>",12,4911487
"<5121, 0>",13,6703256
"<5121, 0>",14,9056935
"<5121, 0>",15,12127847
"<5121, 0>",16,21223313
"<5121, 0>",17,37263203
"<5121, 0>",18,67080320
"<5121, 0>",19,129975376
"<5121, 0>",20,342026975
"<5122, 0>",1,0
"<5122, 0>",2,118383
"<5122, 0>",3,294199
"<5122, 0>",4,548260
"<5122, 0>",5,907350
"<5122, 0>",6,1405858
"<5122, 0>",7,2087915
"<5122, 0>",8,3009692
"<5122, 0>",9,4737571
"<5122, 0>",10,5876448
